================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
100.10.30.1:36266          <-> 100.30.0.1:8080                  4 645 bytes       5 664 bytes       9 1,309 bytes   164.723409171         0.0471
100.10.30.1:45015          <-> 100.30.0.1:8080                  4 924 bytes       5 662 bytes       9 1,586 bytes   164.814760616         0.0498
100.10.30.1:36769          <-> 100.30.0.1:8080                  4 579 bytes       5 662 bytes       9 1,241 bytes   164.844936775         0.0485
100.10.30.1:39474          <-> 100.30.0.1:8080                  4 783 bytes       5 662 bytes       9 1,445 bytes   164.864652862         0.0509
100.10.30.1:44399          <-> 100.30.0.1:8080                  4 754 bytes       5 660 bytes       9 1,414 bytes   164.893516806         0.0467
100.10.30.1:34309          <-> 100.30.0.1:8080                  4 458 bytes       5 662 bytes       9 1,120 bytes   164.921421887         0.0471
100.10.30.1:43775          <-> 100.30.0.1:8080                  4 666 bytes       5 660 bytes       9 1,326 bytes   164.982888593         0.0486
100.10.30.1:37273          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   165.000104218         0.0457
100.10.30.1:33736          <-> 100.30.0.1:8080                  4 885 bytes       5 662 bytes       9 1,547 bytes   165.031557913         0.0451
100.10.30.1:42633          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   165.045914226         0.0450
100.10.30.1:39039          <-> 100.30.0.1:8080                  4 700 bytes       5 663 bytes       9 1,363 bytes   165.053855814         0.0447
100.10.30.1:33615          <-> 100.30.0.1:8080                  4 540 bytes       5 660 bytes       9 1,200 bytes   165.061139201         0.0452
100.10.30.1:44890          <-> 100.30.0.1:8080                  4 425 bytes       5 664 bytes       9 1,089 bytes   165.065388355         0.0417
100.10.30.1:45707          <-> 100.30.0.1:8080                  4 697 bytes       5 664 bytes       9 1,361 bytes   165.076798579         0.0491
100.10.30.1:36766          <-> 100.30.0.1:8080                  4 820 bytes       5 660 bytes       9 1,480 bytes   165.091033408         0.0456
100.10.30.1:39199          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   165.098768438         0.0499
100.10.30.1:40851          <-> 100.30.0.1:8080                  4 714 bytes       5 664 bytes       9 1,378 bytes   165.106383738         0.0441
100.10.30.1:36899          <-> 100.30.0.1:8080                  4 412 bytes       5 662 bytes       9 1,074 bytes   165.148788327         0.0474
100.10.30.1:39025          <-> 100.30.0.1:8080                  4 477 bytes       5 663 bytes       9 1,140 bytes   165.150583442         0.0416
100.10.30.1:38064          <-> 100.30.0.1:8080                  4 446 bytes       5 660 bytes       9 1,106 bytes   165.244223605         0.0448
100.10.30.1:42696          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   164.940322514         0.0425
100.10.30.1:44318          <-> 100.30.0.1:8080                  4 825 bytes       5 660 bytes       9 1,485 bytes   164.956896352         0.0432
100.10.30.1:43011          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   164.968661862         0.0479
100.10.30.1:46713          <-> 100.30.0.1:8080                  4 686 bytes       5 664 bytes       9 1,350 bytes   165.007332252         0.0464
100.10.30.1:37660          <-> 100.30.0.1:8080                  4 474 bytes       5 664 bytes       9 1,138 bytes   165.016427532         0.0489
100.10.30.1:39774          <-> 100.30.0.1:8080                  4 595 bytes       5 663 bytes       9 1,258 bytes   165.016652862         0.0444
100.10.30.1:35703          <-> 100.30.0.1:8080                  4 783 bytes       5 660 bytes       9 1,443 bytes   165.196237509         0.0479
100.10.30.1:34097          <-> 100.30.0.1:8080                  4 759 bytes       5 662 bytes       9 1,421 bytes   165.289124492         0.0480
100.10.30.1:43107          <-> 100.30.0.1:8080                  4 569 bytes       5 660 bytes       9 1,229 bytes   165.956869466         0.0505
100.10.30.1:36115          <-> 100.30.0.1:8080                  4 614 bytes       5 662 bytes       9 1,276 bytes   166.631595292         0.0495
100.10.30.1:33084          <-> 100.30.0.1:8080                  4 802 bytes       5 662 bytes       9 1,464 bytes   167.109175792         0.0454
100.10.30.1:45873          <-> 100.30.0.1:8080                  4 751 bytes       5 664 bytes       9 1,415 bytes   167.199956051         0.0479
100.10.30.1:34500          <-> 100.30.0.1:8080                  4 619 bytes       5 662 bytes       9 1,281 bytes   167.333230253         0.0508
100.10.30.1:45120          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   167.338276288         0.0429
100.10.30.1:38777          <-> 100.30.0.1:8080                  4 746 bytes       5 663 bytes       9 1,409 bytes   167.339646862         0.0473
100.10.30.1:43360          <-> 100.30.0.1:8080                  4 522 bytes       5 660 bytes       9 1,182 bytes   167.381260118         0.0439
100.10.30.1:39468          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   167.387050464         0.0501
100.10.30.1:40808          <-> 100.30.0.1:8080                  4 483 bytes       5 660 bytes       9 1,143 bytes   167.425242046         0.0421
100.10.30.1:34610          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   167.467501367         0.0505
100.10.30.1:38897          <-> 100.30.0.1:8080                  4 420 bytes       5 663 bytes       9 1,083 bytes   167.518072035         0.0438
100.10.30.1:41682          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   167.154713987         0.0451
100.10.30.1:35245          <-> 100.30.0.1:8080                  4 909 bytes       5 664 bytes       9 1,573 bytes   167.247935768         0.0442
100.10.30.1:41790          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   167.292215087         0.0473
100.10.30.1:42142          <-> 100.30.0.1:8080                  4 476 bytes       5 663 bytes       9 1,139 bytes   167.384154586         0.0505
100.10.30.1:45098          <-> 100.30.0.1:8080                  4 565 bytes       5 662 bytes       9 1,227 bytes   167.434772171         0.0434
100.10.30.1:38633          <-> 100.30.0.1:8080                  4 575 bytes       5 663 bytes       9 1,238 bytes   168.726784937         0.0472
100.10.30.1:46636          <-> 100.30.0.1:8080                  4 695 bytes       5 660 bytes       9 1,355 bytes   168.774065549         0.0426
100.10.30.1:43980          <-> 100.30.0.1:8080                  4 688 bytes       5 664 bytes       9 1,352 bytes   168.816797979         0.0454
100.10.30.1:37686          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   168.430230327         0.0471
100.10.30.1:39926          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   168.477437251         0.0446
100.10.30.1:42392          <-> 100.30.0.1:8080                  4 490 bytes       5 660 bytes       9 1,150 bytes   168.522200810         0.0473
100.10.30.1:34332          <-> 100.30.0.1:8080                  4 498 bytes       5 662 bytes       9 1,160 bytes   168.682931799         0.0437
100.10.30.1:35103          <-> 100.30.0.1:8080                  4 893 bytes       5 663 bytes       9 1,556 bytes   168.862315811         0.0458
100.10.30.1:35135          <-> 100.30.0.1:8080                  4 628 bytes       5 664 bytes       9 1,292 bytes   168.908241875         0.0478
100.10.30.1:46826          <-> 100.30.0.1:8080                  4 618 bytes       5 660 bytes       9 1,278 bytes   168.956164365         0.0485
100.10.30.1:42160          <-> 100.30.0.1:8080                  4 797 bytes       5 664 bytes       9 1,461 bytes   168.994374258         0.0463
100.10.30.1:39440          <-> 100.30.0.1:8080                  4 634 bytes       5 660 bytes       9 1,294 bytes   169.480020533         0.0417
100.10.30.1:38288          <-> 100.30.0.1:8080                  4 828 bytes       5 664 bytes       9 1,492 bytes   169.613474159         0.0442
100.10.30.1:43768          <-> 100.30.0.1:8080                  4 613 bytes       5 664 bytes       9 1,277 bytes   169.897177406         0.0511
100.10.30.1:44474          <-> 100.30.0.1:8080                  4 583 bytes       5 663 bytes       9 1,246 bytes   168.947666862         0.0467
100.10.30.1:45411          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   169.564180176         0.0492
100.10.30.1:44784          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   169.657783770         0.0461
100.10.30.1:43531          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   169.704026636         0.0492
100.10.30.1:36735          <-> 100.30.0.1:8080                  4 578 bytes       5 664 bytes       9 1,242 bytes   169.753429408         0.0508
100.10.30.1:33068          <-> 100.30.0.1:8080                  4 657 bytes       5 660 bytes       9 1,317 bytes   169.804270013         0.0445
100.10.30.1:46819          <-> 100.30.0.1:8080                  4 827 bytes       5 664 bytes       9 1,491 bytes   169.848960828         0.0481
100.10.30.1:38329          <-> 100.30.0.1:8080                  4 537 bytes       5 663 bytes       9 1,200 bytes   169.948407387         0.0455
100.10.30.1:43257          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   170.572133539         0.0422
100.10.30.1:38884          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,687 bytes       9 3,126 bytes   171.043762981         0.0485
100.10.30.1:45945          <-> 100.30.0.1:8080                  4 547 bytes       5 662 bytes       9 1,209 bytes   171.092446941         0.0454
100.10.30.1:32904          <-> 100.30.0.1:8080                  4 533 bytes       5 660 bytes       9 1,193 bytes   171.489118158         0.0436
100.10.30.1:39041          <-> 100.30.0.1:8080                  4 808 bytes       5 662 bytes       9 1,470 bytes   171.937577025         0.0479
100.10.30.1:42260          <-> 100.30.0.1:8080                  4 460 bytes       5 663 bytes       9 1,123 bytes   171.440768046         0.0482
100.10.30.1:37373          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   171.532835544         0.0418
100.10.30.1:38260          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,692 bytes       9 3,131 bytes   171.895232036         0.0422
100.10.30.1:43256          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   171.985653862         0.0438
100.10.30.1:33827          <-> 100.30.0.1:8080                  4 549 bytes       5 660 bytes       9 1,209 bytes   172.027125251         0.0492
100.10.30.1:40654          <-> 100.30.0.1:8080                  4 697 bytes       5 663 bytes       9 1,360 bytes   172.042261554         0.0494
100.10.30.1:34299          <-> 100.30.0.1:8080                  4 654 bytes       5 660 bytes       9 1,314 bytes   172.076417851         0.0439
100.10.30.1:43274          <-> 100.30.0.1:8080                  4 439 bytes       5 663 bytes       9 1,102 bytes   172.120442841         0.0507
100.10.30.1:44280          <-> 100.30.0.1:8080                  4 415 bytes       5 660 bytes       9 1,075 bytes   172.231967532         0.0471
100.10.30.1:46084          <-> 100.30.0.1:8080                  4 893 bytes       5 664 bytes       9 1,557 bytes   172.264582975         0.0479
100.10.30.1:34038          <-> 100.30.0.1:8080                  4 581 bytes       5 663 bytes       9 1,244 bytes   172.531369454         0.0421
100.10.30.1:35895          <-> 100.30.0.1:8080                  4 688 bytes       5 663 bytes       9 1,351 bytes   172.573590037         0.0475
100.10.30.1:38471          <-> 100.30.0.1:8080                  4 532 bytes       5 660 bytes       9 1,192 bytes   172.712081096         0.0502
100.10.30.1:42628          <-> 100.30.0.1:8080                  4 796 bytes       5 664 bytes       9 1,460 bytes   172.838248009         0.0418
100.10.30.1:33164          <-> 100.30.0.1:8080                  4 494 bytes       5 660 bytes       9 1,154 bytes   172.926898240         0.0459
100.10.30.1:41361          <-> 100.30.0.1:8080                  4 585 bytes       5 660 bytes       9 1,245 bytes   171.978386427         0.0486
100.10.30.1:34858          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   171.996697690         0.0455
100.10.30.1:39498          <-> 100.30.0.1:8080                  4 775 bytes       5 662 bytes       9 1,437 bytes   172.029626069         0.0478
100.10.30.1:35273          <-> 100.30.0.1:8080                  4 674 bytes       5 664 bytes       9 1,338 bytes   172.091750017         0.0481
100.10.30.1:44047          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,689 bytes       9 3,128 bytes   172.139950308         0.0432
100.10.30.1:45299          <-> 100.30.0.1:8080                  4 761 bytes       5 663 bytes       9 1,424 bytes   172.171227030         0.0429
100.10.30.1:39598          <-> 100.30.0.1:8080                  4 541 bytes       5 664 bytes       9 1,205 bytes   172.183235752         0.0486
100.10.30.1:43220          <-> 100.30.0.1:8080                  4 1,439 bytes       5 1,690 bytes       9 3,129 bytes   172.214323112         0.0501
100.10.30.1:38161          <-> 100.30.0.1:8080                  4 824 bytes       5 663 bytes       9 1,487 bytes   172.279154532         0.0458
